TrisCalDate,tank,date,researcher,start_time,end_time,mV,TempInSitu,Salinity_lab,expected_pH,expected_temp
20240530,4,20240601,TD,7:30,8:10,-34.1,19.8,30,7.6,20
20240530,5,20240601,TD,7:30,8:10,-18.8,16.1,30,7.3,16
20240530,6,20240601,TD,7:30,8:10,-47.7,16.2,30,7.7,20
20240530,7,20240601,TD,7:30,8:10,-48.2,20,30,7.9,20
20240530,8,20240601,TD,7:30,8:10,-46.6,19.9,30,7.8,20
20240530,9,20240601,TD,7:30,8:10,-29.6,19.7,30,7.5,20
20240530,10,20240601,TD,7:30,8:10,-21,19.8,30,7.4,20
20240530,11,20240601,TD,7:30,8:10,-3.7,16.1,30,7.2,16
20240530,12,20240601,TD,7:30,8:10,-37.2,20.1,30,7.7,16
20240530,13,20240601,TD,7:30,8:10,-48.1,16.3,30,7.9,16
20240530,14,20240601,TD,7:30,8:10,-53.6,20.1,30,8,20
20240530,15,20240601,TD,7:30,8:10,-14,20.2,30,7.3,20
20240530,17,20240601,TD,7:30,8:10,-53.1,16.4,30,8,16
20240530,18,20240601,TD,7:30,8:10,-39.6,16.1,30,7.8,16
20240530,19,20240601,TD,7:30,8:10,-34.8,16.2,30,7.6,16
20240530,1,20240602,TD,7:00,7:30,-22.4,16.2,30,7.4,16
20240530,2,20240602,TD,7:00,7:30,-25.9,16,30,7.5,16
20240530,3,20240602,TD,7:00,7:30,-8.2,19.9,30,7.2,20
20240530,4,20240602,TD,7:00,7:30,-34.1,20,30,7.6,20
20240530,5,20240602,TD,7:00,7:30,-20.9,16.1,30,7.3,16
20240530,6,20240602,TD,7:00,7:30,-45.4,16.2,30,7.7,20
20240530,7,20240602,TD,7:00,7:30,-48.3,20.2,30,7.9,20
20240530,8,20240602,TD,7:00,7:30,-46.9,20,30,7.8,20
20240530,9,20240602,TD,7:00,7:30,-27.9,20.1,30,7.5,20
20240530,10,20240602,TD,7:00,7:30,-18.7,20,30,7.4,20
20240530,11,20240602,TD,7:00,7:30,-4.6,15.9,30,7.2,16
20240530,12,20240602,TD,7:00,7:30,-36.6,20,30,7.7,16
20240530,13,20240602,TD,7:00,7:30,-48.1,16.2,30,7.9,16
