FileName,run,run_id,umol.L.sec,Intercept,Temp.C
RW_PI_20_5_20240617_O2,0,RW_PI_20_5_20240617_O2_0,-0.0032513963963963235,227.55732737237224,19.628274193548386
RW_PI_20_5_20240617_O2,100,RW_PI_20_5_20240617_O2_100,-8.820626432390357e-4,222.1669054392665,19.728393442622952
RW_PI_20_5_20240617_O2,150,RW_PI_20_5_20240617_O2_150,0.0012279419813903871,221.2687529009304,19.82090322580645
RW_PI_20_5_20240617_O2,200,RW_PI_20_5_20240617_O2_200,0.004674849624060075,221.7270717669173,19.895290322580646
RW_PI_20_5_20240617_O2,260,RW_PI_20_5_20240617_O2_260,0.00815526960784323,224.67595502450976,19.97332258064516
RW_PI_20_5_20240617_O2,350,RW_PI_20_5_20240617_O2_350,0.015195665445665585,229.58987067562052,20.05835483870968
RW_PI_20_5_20240617_O2,450,RW_PI_20_5_20240617_O2_450,0.01811120835686079,238.7628594297006,20.05693548387097
RW_PI_20_5_20240617_O2,600,RW_PI_20_5_20240617_O2_600,0.025107207792207573,249.58715512987027,19.986451612903227
RW_PI_20_5_20240617_O2,800,RW_PI_20_5_20240617_O2_800,0.027440782608695424,264.5241186376813,19.96874193548387
RW_PI_20_6_20240617_O2,0,RW_PI_20_6_20240617_O2_0,-0.003554104224483467,205.7871322725871,19.79477049180328
RW_PI_20_6_20240617_O2,100,RW_PI_20_6_20240617_O2_100,0.0045481350045303995,200.69339448051943,19.881590163934426
RW_PI_20_6_20240617_O2,150,RW_PI_20_6_20240617_O2_150,0.006244149054505079,206.1045192918057,19.97383870967742
RW_PI_20_6_20240617_O2,200,RW_PI_20_6_20240617_O2_200,0.00869785714285716,209.67780706896554,20.05341935483871
RW_PI_20_6_20240617_O2,260,RW_PI_20_6_20240617_O2_260,0.009927105263157982,214.9140465789473,20.146193548387096
RW_PI_20_6_20240617_O2,350,RW_PI_20_6_20240617_O2_350,0.011944991789819417,220.93149343185544,20.251032258064516
RW_PI_20_6_20240617_O2,450,RW_PI_20_6_20240617_O2_450,0.012750673913043324,228.1672891811595,20.29048387096774
RW_PI_20_6_20240617_O2,600,RW_PI_20_6_20240617_O2_600,0.01237071428571427,236.07553880952383,20.255064516129032
RW_PI_20_6_20240617_O2,800,RW_PI_20_6_20240617_O2_800,0.01226442735042736,243.53395540170942,20.26416129032258
RW_PI_20_Blank_20240617_O2,0,RW_PI_20_Blank_20240617_O2_0,-0.0010423252022516408,210.89772444400006,19.781290322580645
RW_PI_20_Blank_20240617_O2,100,RW_PI_20_Blank_20240617_O2_100,-8.012049500651353e-4,209.58979275582575,19.861983606557377
RW_PI_20_Blank_20240617_O2,150,RW_PI_20_Blank_20240617_O2_150,-6.765000000001314e-4,208.57635650000012,19.948645161290322
RW_PI_20_Blank_20240617_O2,200,RW_PI_20_Blank_20240617_O2_200,-8.315789473685432e-4,208.19552163742696,20.01925806451613
RW_PI_20_Blank_20240617_O2,260,RW_PI_20_Blank_20240617_O2_260,-5.361688311689422e-4,207.6739695021646,20.10306451612903
RW_PI_20_Blank_20240617_O2,350,RW_PI_20_Blank_20240617_O2_350,-6.894688644689553e-4,207.28298841066348,20.199451612903225
RW_PI_20_Blank_20240617_O2,450,RW_PI_20_Blank_20240617_O2_450,-3.860837438424579e-4,206.86107081280804,20.220225806451612
RW_PI_20_Blank_20240617_O2,600,RW_PI_20_Blank_20240617_O2_600,-4.0300333704124217e-4,206.64900730441244,20.16422580645161
RW_PI_20_Blank_20240617_O2,800,RW_PI_20_Blank_20240617_O2_800,-4.960000000000584e-4,206.39279138461544,20.15648387096774
