Respiration,Light,Respiration_Minus,Light_Minus
2.883651397344577,13.057018976392433,3.153650474,14.042536947150982
3.7128254437056434,8.393001289880843,3.955272889112721,8.616976551091634
5.0671364891135955,14.91361875989912,6.2999833528412426,15.103161299565453
2.771757776259776,10.130709113854493,2.927062380301646,12.177555434035012
2.691178144657767,8.656358731794379,2.933071211793447,8.614890875436256
3.8442046964178513,6.654250030925338,3.985666037236188,6.609735060285723
2.8951774137814863,15.135362766581878,2.9336145594164256,15.203368677322203
3.6650282215690306,5.410288658221013,3.7600720420921636,4.087906809240806
3.628425233190198,12.23612671,3.442602216272697,12.168018660554093
3.9239014328682926,14.27411434896749,3.9335760433827613,14.277236808791587
6.709802609623897,10.870371708832984,6.811352626,10.623794829979941
4.843246240316702,12.556620803511203,4.850215032346608,11.854184281882617
5.443261872792993,8.414841672982698,5.824694943157545,3.9375419395891074
4.166638694280564,4.575088022428822,4.3568316974843855,3.1216382216703837
5.373634657155899,23.08031385777417,5.472772675,23.021500112078257
2.770795681931656,20.920527579039263,3.033410825864225,21.09057897163798
5.164832697199187,17.14426255,5.331600513541906,16.96590281053217
5.126475179477032,-5.126888041,5.534785644547223,-6.700787906
3.748773451693922,9.755067297707795,4.345893379235282,9.732286005034224
3.2183318561446415,5.333751494941943,3.8088159721655046,5.2033813982851935
4.096235055029683,12.509879987391184,4.724155292498775,12.285921159452265
6.954897520383475,20.62825418499993,7.988126190003341,20.52728025336645
6.182741827747322,10.897366580452083,7.011592085247579,10.589103504434322
6.285198453359028,21.924066946897874,8.230197717282259,21.128650494275227
5.6551674828881815,10.268870120884872,5.647863381,9.888806808325393
7.110760353803396,8.462162714,7.1615066965068905,7.966029191085046
7.076989476629115,10.91306096138746,7.115289958643525,10.230018204988625
8.418316074838996,25.024424735833357,8.298206635233031,24.739059655027468
6.764778936649931,11.678459059262405,6.7600740576855864,11.16406365101732
5.3574911263565035,14.372277368271089,5.555823300534632,14.248307671901186
4.355919196,18.929543218193608,4.351608338336113,18.964554896730405
4.3792943765621475,9.049661768494328,4.3620650054074765,8.972942131386892
3.4221252018228743,19.879428298379818,4.007952351175117,20.105621872074348
4.088238479475214,14.793590919601916,4.083136530459858,14.841075598915898
3.336093551912956,10.418073916932391,3.3325633944384108,10.496417863229517
3.937576547210876,12.969542136851244,3.9386921169770894,13.02356454501159
3.587347474126547,12.22136424257491,3.6381817869424213,12.07298788413701
4.857058306182552,11.879800351607235,4.930120994976855,11.914016619140297
4.129111200747068,25.145732943528753,4.148016376178112,25.07968604660846
5.8436222995385565,17.506489080406098,5.832951516,17.250256762640454
3.2546482021825733,14.358920979394245,3.2882830893723454,14.473689610730853
2.484014209389616,23.411820655113978,2.457147133130888,23.442848851806698
NA,10.434473340079697,NA,9.695969422038022
4.586627899817355,18.029757527954313,5.8812231638204135,18.058220941988807
4.492257370262033,19.50960984005112,5.638110679258821,19.638442789557054
3.490932429933418,30.285090489296334,4.670905995948752,29.942418058710512
4.651243297458845,15.905418478036053,6.028238633938937,16.071179015153547
3.9518424521577757,11.950496035141217,4.9932446618083395,12.338919241118266
4.658065338,15.183393134860014,5.988238898016655,15.177312187564635
3.089474227583019,20.744749440792575,3.1567402305728427,20.822484050746652
2.8635598779591307,8.458574093434926,2.906097270812234,7.716969352863995
3.503754851799216,9.209102302050345,3.5987748439917517,8.995637739
2.9112502681413095,14.758886667326273,2.9972046075693686,14.811952771780913
3.185968059237855,7.421385599,2.1291294137278833,7.415808622979641
3.569246266098734,19.45113835280231,3.6134537516567056,19.42890681731297
8.790225888917895,9.439622426738186,9.210088076779451,9.083962086411137
7.314212036005385,6.634499889803688,7.910001844153375,6.357545235740491
6.755175081698574,14.100764139716473,7.2780151874593955,14.390217676549646
5.245686315,19.411562761085584,5.620255628428849,19.33708430473699
4.583211443704123,3.3753747533531273,4.422493526006787,2.9099501063665163
4.939761678,5.235359800999785,5.277370796024688,0.6382773702312821
4.696732315222449,13.013411172654369,4.4450706575945915,13.216484326837849
2.9528456632194944,6.634626004718843,2.902729512657813,5.969778937488627
3.6340065477412833,15.67946905779981,3.7535255314673184,15.952512628390597
3.0978974461916944,15.432653578474076,2.746913674021957,16.862537085408537
3.6971109737587873,8.805597761145293,3.6863332525932875,9.053009046634003
3.707607894396539,24.60360636007572,3.5038244075608653,24.85095911922519
4.488577425199864,13.773187495347928,4.6396959489215845,13.694926019792092
3.803744866,8.007036195009725,3.865858302693722,7.898292650895849
5.251462324525873,7.883027900511264,5.308071522180228,7.304172567064095
2.9414850391398706,16.113450701981897,2.9866884721335936,16.180331751106653
3.597295686054464,12.706432315311947,3.6718373803863242,12.691513255035613
3.8088639637692836,6.5147671455325735,3.1684951557882934,4.736408809860479
0.5918869160244324,NA,0.5829705243022596,NA
0.5727737934429482,NA,0.5576281272183841,NA
0.7123091628039625,NA,0.7070667748653677,NA
0.3222656518599724,NA,0.308548893,NA
0.4276384447708026,NA,0.41430480650730966,NA
0.4465524139221082,NA,0.46983476906295535,NA
-0.020324953,NA,-0.021146344,NA
0.6027102889429271,NA,0.597728696,NA
0.5496855465912401,NA,0.519503373,NA
0.3923282796540189,NA,0.399750341,NA
1.247254461076207,NA,1.2438738953799389,NA
0.31216317477570793,NA,0.3202722073437092,NA
2.6675829187281446,6.7762557272517565,2.7673377522375824,6.970195441984883
5.271877644045916,12.108489404164432,5.329872428009076,12.455247975347955
1.9069659099412903,9.213391504297277,1.8277113673921086,9.687978180331692
5.262278590062972,22.266281267582883,5.372432691784138,22.161481042733758
4.014931100080216,11.498131127467818,4.009109198,14.321875126010884
2.383744076729842,12.377780303380414,2.4462096500507915,12.646359633441074
0.35679789605119694,NA,0.3442091649947424,NA
0.6962587071239547,NA,0.6966807219476373,NA
0.9057108874707268,NA,0.9137704647365964,NA
0.81098549,NA,0.8075334219721543,NA
0.9186279742223974,NA,0.9158072513001637,NA
0.7387309689011214,NA,0.7345489329813539,NA
0.6119156770251158,NA,0.620318797,NA
0.3397850627576737,NA,0.33973279376212945,NA
0.948131515,NA,0.946919706,NA
0.6265526629337679,NA,0.9134433944889336,NA
0.6075295363226862,NA,0.6071646346303595,NA
0.6271635239238788,NA,0.6430423540426213,NA
0.7934717172635136,NA,0.7903284881482697,NA
0.7780937766093046,NA,0.7916496884616095,NA
0.7763270525376853,NA,0.9918085405139665,NA
0.6835155557034922,NA,1.1404226616496813,NA
0.7161910646987307,NA,0.7279922621109518,NA
0.543904047,NA,0.5502201540996599,NA
0.6608292720458449,NA,0.6697143593297169,NA
1.0580488864606563,NA,1.1024281289080766,NA
0.8678194873084006,NA,0.9223171833662116,NA
