date,rockweed_ID,weight_g,color,tank,weight_remove,full_weight,predator,pH,temperature,unsure
20240608,91,2.8434,red,17,,2.8434,c,8,16,
20240608,92,3.1744,orange,17,,3.1744,p,8,16,
20240608,93,2.2939,yellow,17,0.2017,2.4956,c,8,16,
20240608,94,2.7909,green,17,,2.7909,p,8,16,
20240608,95,3.8296,black,17,,3.8296,p,8,16,
20240608,96,2.5256,purple,17,,2.5256,c,8,16,
20240608,97,2.4871,red,18,,2.4871,p,7.8,16,0.1384
20240608,98,3.3282,orange,18,,3.3282,p,7.8,16,
20240608,99,3.9143,yellow,18,,3.9143,c,7.8,16,
20240608,100,2.7005,green,18,,2.7005,p,7.8,16,
20240608,101,2.846,black,18,0.2443,3.0903,c,7.8,16,
20240608,102,2.1604,purple,18,,2.1604,c,7.8,16,
20240608,103,3.364,red,19,,3.364,p,7.6,16,0.4381
20240608,104,2.7307,orange,19,0.2258,2.9565,c,7.6,16,0.0902
20240608,105,3.0788,yellow,19,,3.0788,p,7.6,16,
20240608,106,2.5031,green,19,,2.5031,c,7.6,16,
20240608,107,3.0553,black,19,,3.0553,c,7.6,16,
20240608,108,2.2302,blue/red,19,,2.2302,p,7.6,16,
20240613,1,2.5786,red,1,,2.5786,p,7.4,16,
20240613,2,1.4218,orange,1,,1.4218,c,7.4,16,
20240613,3,2.874,yellow,1,,2.874,p,7.4,16,
20240613,4,2.2138,green,1,,2.2138,p,7.4,16,
20240613,5,2.6794,blue,1,,2.6794,c,7.4,16,
20240613,6,1.9033,purple,1,,1.9033,c,7.4,16,
20240613,7,2.6945,red,2,,2.6945,c,7.5,16,
20240613,8,2.5081,orange,2,,2.5081,c,7.5,16,
20240613,9,1.7464,yellow,2,,1.7464,p,7.5,16,
20240613,10,2.6325,green,2,,2.6325,p,7.5,16,
20240613,11,1.1176,blue,2,,1.1176,c,7.5,16,
20240613,12,2.9592,purple,2,,2.9592,p,7.5,16,
20240613,13,2.8688,red,3,,2.8688,c,7.2,20,
20240613,14,2.3923,orange,3,,2.3923,p,7.2,20,
20240613,15,2.0038,yellow,3,,2.0038,c,7.2,20,
20240613,16,2.5041,green,3,,2.5041,p,7.2,20,
20240613,17,3.2762,blue,3,,3.2762,c,7.2,20,
20240613,18,2.84,purple,3,,2.84,p,7.2,20,
20240613,19,3.4853,red,4,,3.4853,p,7.6,20,
20240613,20,4.1581,orange,4,,4.1581,c,7.6,20,
20240613,21,2.2441,yellow,4,,2.2441,p,7.6,20,
20240613,22,2.2131,green,4,,2.2131,c,7.6,20,
20240613,23,3.0684,blue,4,,3.0684,p,7.6,20,
20240613,24,2.1738,purple,4,,2.1738,c,7.6,20,
20240613,25,4.0731,red,5,,4.0731,p,7.3,16,
20240613,26,2.7718,orange,5,,2.7718,c,7.3,16,
20240613,27,1.8366,yellow,5,,1.8366,p,7.3,16,
20240613,28,3.3274,green,5,,3.3274,p,7.3,16,
20240613,29,2.2729,blue,5,,2.2729,c,7.3,16,
20240613,30,2.6583,purple,5,,2.6583,c,7.3,16,
20240613,31,2.4226,red,6,,2.4226,p,7.7,16,
20240613,32,2.6179,orange,6,,2.6179,c,7.7,16,
20240613,33,2.7673,yellow,6,,2.7673,p,7.7,16,
20240613,34,1.2338,green,6,,1.2338,p,7.7,16,
20240613,35,2.3788,blue,6,,2.3788,c,7.7,16,
20240613,36,3.3751,purple,6,,3.3751,c,7.7,16,
20240613,37,2.4538,red,7,,2.4538,c,7.9,20,
20240613,38,1.3133,orange,7,,1.3133,p,7.9,20,
20240613,39,2.4458,yellow,7,,2.4458,c,7.9,20,
20240613,40,1.6814,green,7,,1.6814,c,7.9,20,
20240613,41,2.1937,blue,7,,2.1937,p,7.9,20,
20240613,42,2.4368,black,7,,2.4368,p,7.9,20,
20240613,43,2.3197,red,8,,2.3197,p,7.8,20,
20240613,44,2.9193,orange,8,,2.9193,c,7.8,20,
20240613,45,2.707,yellow,8,,2.707,p,7.8,20,
20240613,46,2.2623,green,8,,2.2623,p,7.8,20,
20240613,47,1.0322,blue,8,,1.0322,c,7.8,20,
20240613,48,2.7382,purple,8,,2.7382,c,7.8,20,
20240613,49,2.1603,red,9,,2.1603,c,7.5,20,
20240613,50,2.0053,orange,9,,2.0053,c,7.5,20,
20240613,51,2.5507,yellow,9,,2.5507,p,7.5,20,
20240613,52,2.481,green,9,,2.481,c,7.5,20,
20240613,53,1.0819,blue,9,,1.0819,p,7.5,20,
20240613,54,2.0829,purple,9,,2.0829,p,7.5,20,
20240613,55,2.1878,red,10,,2.1878,p,7.4,20,
20240613,56,1.4355,orange,10,,1.4355,c,7.4,20,
20240613,57,1.9643,yellow,10,,1.9643,p,7.4,20,
20240613,58,2.8569,green,10,,2.8569,c,7.4,20,
20240613,59,2.6931,blue,10,,2.6931,c,7.4,20,
20240613,60,2.5288,black,10,,2.5288,p,7.4,20,
20240613,61,1.8695,red,11,,1.8695,p,7.2,16,
20240613,62,2.8174,orange,11,,2.8174,p,7.2,16,
20240613,63,1.8745,yellow,11,,1.8745,p,7.2,16,
20240613,64,3.1291,green,11,,3.1291,c,7.2,16,
20240613,65,1.5848,blue,11,,1.5848,c,7.2,16,
20240613,66,1.8292,purple,11,,1.8292,c,7.2,16,
20240613,67,1.9329,red,12,,1.9329,c,7.7,20,
20240613,68,2.794,orange,12,,2.794,p,7.7,20,
20240613,69,5.1198,yellow,12,,5.1198,p,7.7,20,
20240613,70,3.2084,green,12,,3.2084,p,7.7,20,
20240613,71,3.0664,blue,12,,3.0664,c,7.7,20,
20240613,72,2.6167,purple,12,,2.6167,c,7.7,20,
20240613,73,3.5314,red,13,,3.5314,c,7.9,16,
20240613,74,2.6681,orange,13,,2.6681,c,7.9,16,
20240613,75,2.0419,yellow,13,,2.0419,p,7.9,16,
20240613,76,2.6036,green,13,,2.6036,c,7.9,16,
20240613,77,2.6333,blue,13,,2.6333,p,7.9,16,
20240613,78,2.0999,purple,13,,2.0999,p,7.9,16,
20240613,79,1.6514,red,14,,1.6514,c,8,20,
20240613,80,2.5054,orange,14,,2.5054,c,8,20,
20240613,81,2.561,yellow,14,,2.561,p,8,20,
20240613,82,2.7541,green,14,,2.7541,p,8,20,
20240613,83,1.9436,black,14,,1.9436,c,8,20,
20240613,84,2.7762,purple,14,,2.7762,p,8,20,
20240613,85,3.5815,red,15,,3.5815,p,7.3,20,
20240613,86,2.1645,orange,15,,2.1645,c,7.3,20,
20240613,87,3.0734,yellow,15,,3.0734,c,7.3,20,
20240613,88,2.2086,green,15,,2.2086,c,7.3,20,
20240613,89,2.4133,black,15,,2.4133,p,7.3,20,
20240613,90,1.6885,purple,15,,1.6885,p,7.3,20,
20240613,91,2.8175,red,17,,2.8175,c,8,16,
20240613,92,3.1896,orange,17,,3.1896,p,8,16,
20240613,93,2.1481,yellow,17,,2.1481,c,8,16,
20240613,94,2.7165,green,17,,2.7165,p,8,16,
20240613,95,3.7815,black,17,,3.7815,p,8,16,
20240613,96,2.4619,purple,17,,2.4619,c,8,16,
20240613,97,2.4082,red,18,,2.4082,p,7.8,16,
20240613,98,3.3285,orange,18,,3.3285,p,7.8,16,
20240613,99,3.7689,yellow,18,,3.7689,c,7.8,16,
20240613,100,2.5452,green,18,,2.5452,p,7.8,16,
20240613,101,2.6985,black,18,,2.6985,c,7.8,16,
20240613,102,2.0338,purple,18,,2.0338,c,7.8,16,
20240613,103,3.3171,red,19,,3.3171,p,7.6,16,
20240613,104,2.7834,orange,19,,2.7834,c,7.6,16,
20240613,105,3.1265,yellow,19,,3.1265,p,7.6,16,
20240613,106,2.505,green,19,,2.505,c,7.6,16,
20240613,107,3.0669,black,19,,3.0669,c,7.6,16,
20240613,108,2.0152,blue/red,19,,2.0152,p,7.6,16,
20241015,1,0.2402,red,1,,,p,7.4,16,
20241015,2,0.4991,orange,1,,,c,7.4,16,
20241015,3,0.8454,yellow,1,,,p,7.4,16,
20241015,4,0.7502,green,1,,,p,7.4,16,
20241015,5,0.7285,blue,1,,,c,7.4,16,
20241015,6,0.6088,purple,1,,,c,7.4,16,
20241015,7,0.7831,red,2,,,c,7.5,16,
20241015,8,0.7255,orange,2,,,c,7.5,16,
20241015,9,0.5142,yellow,2,,,p,7.5,16,
20241015,10,0.7169,green,2,,,p,7.5,16,
20241015,11,0.3212,blue,2,,,c,7.5,16,
20241015,12,0.9057,purple,2,,,p,7.5,16,
20241015,13,0.8538,red,3,,,c,7.2,20,
20241015,14,0.7237,orange,3,,,p,7.2,20,
20241015,15,0.648,yellow,3,,,c,7.2,20,
20241015,16,0.7167,green,3,,,p,7.2,20,
20241015,17,0.9842,blue,3,,,c,7.2,20,
20241015,18,1.0099,purple,3,,,p,7.2,20,
20241015,19,1.1533,red,4,,,p,7.6,20,
20241015,20,1.1937,orange,4,,,c,7.6,20,
20241015,21,0.7308,yellow,4,,,p,7.6,20,
20241015,22,0.6257,green,4,,,c,7.6,20,
20241015,23,0.8783,blue,4,,,p,7.6,20,
20241015,24,0.5874,purple,4,,,c,7.6,20,
20241015,25,1.1783,red,5,,,p,7.3,16,
20241015,26,0.984,orange,5,,,c,7.3,16,
20241015,27,0.621,yellow,5,,,p,7.3,16,
20241015,28,1.0386,green,5,,,p,7.3,16,
20241015,29,0.7575,blue,5,,,c,7.3,16,
20241015,30,0.7629,purple,5,,,c,7.3,16,
20241015,31,0.6444,red,6,,,p,7.7,16,
20241015,32,0.7157,orange,6,,,c,7.7,16,
20241015,33,0.8262,yellow,6,,,p,7.7,16,
20241015,34,0.3801,green,6,,,p,7.7,16,
20241015,35,0.7272,blue,6,,,c,7.7,16,
20241015,36,0.9581,purple,6,,,c,7.7,16,
20241015,37,0.639,red,7,,,c,7.9,20,
20241015,38,0.4699,orange,7,,,p,7.9,20,
20241015,39,0.7215,yellow,7,,,c,7.9,20,
20241015,40,0.5129,green,7,,,c,7.9,20,
20241015,41,0.6397,blue,7,,,p,7.9,20,
20241015,42,0.8344,black,7,,,p,7.9,20,
20241015,43,0.6342,red,8,,,p,7.8,20,RANDOM: .0440
20241015,44,0.8439,orange,8,,,c,7.8,20,
20241015,45,0.7699,yellow,8,,,p,7.8,20,
20241015,46,0.6256,green,8,,,p,7.8,20,
20241015,47,0.328,blue,8,,,c,7.8,20,
20241015,48,0.8292,purple,8,,,c,7.8,20,
20241015,49,0.716,red,9,,,c,7.5,20,
20241015,50,0.7838,orange,9,,,c,7.5,20,
20241015,51,0.7918,yellow,9,,,p,7.5,20,
20241015,52,0.6882,green,9,,,c,7.5,20,
20241015,53,0.4019,blue,9,,,p,7.5,20,
20241015,54,0.6652,purple,9,,,p,7.5,20,
20241015,55,0.628,red,10,,,p,7.4,20,
20241015,56,0.4487,orange,10,,,c,7.4,20,
20241015,57,0.5552,yellow,10,,,p,7.4,20,
20241015,58,0.9211,green,10,,,c,7.4,20,
20241015,59,0.8806,blue,10,,,c,7.4,20,
20241015,60,0.683,black,10,,,p,7.4,20,
20241015,61,0.6306,red,11,,,p,7.2,16,
20241015,62,0.8158,orange,11,,,p,7.2,16,
20241015,63,0.5083,yellow,11,,,p,7.2,16,
20241015,64,0.8568,green,11,,,c,7.2,16,
20241015,65,0.5159,blue,11,,,c,7.2,16,
20241015,66,0.4967,purple,11,,,c,7.2,16,
20241015,67,0.5365,red,12,,,c,7.7,20,
20241015,68,0.8401,orange,12,,,p,7.7,20,
20241015,69,0.9132,yellow,12,,,p,7.7,20,
20241015,70,0.8156,green,12,,,p,7.7,20,
20241015,71,0.9916,blue,12,,,c,7.7,20,
20241015,72,0.7834,purple,12,,,c,7.7,20,
20241015,73,1.0673,red,13,,,c,7.9,16,
20241015,74,0.9034,orange,13,,,c,7.9,16,
20241015,75,0.6909,yellow,13,,,p,7.9,16,
20241015,76,0.8197,green,13,,,c,7.9,16,
20241015,77,0.9118,blue,13,,,p,7.9,16,
20241015,78,0.7673,purple,13,,,p,7.9,16,
20241015,79,0.4776,red,14,,,c,8,20,
20241015,80,0.7782,orange,14,,,c,8,20,
20241015,81,0.8736,yellow,14,,,p,8,20,
20241015,82,0.7548,green,14,,,p,8,20,
20241015,83,0.5416,black,14,,,c,8,20,
20241015,84,0.7226,purple,14,,,p,8,20,
20241015,85,0.9624,red,15,,,p,7.3,20,
20241015,86,0.6085,orange,15,,,c,7.3,20,
20241015,87,0.806,yellow,15,,,c,7.3,20,
20241015,88,0.471,green,15,,,c,7.3,20,
20241015,89,0.8058,black,15,,,p,7.3,20,
20241015,90,0.4666,purple,15,,,p,7.3,20,
20241015,91,0.8019,red,17,,,c,8,16,
20241015,92,1.0265,orange,17,,,p,8,16,
20241015,93,0.7062,yellow,17,,,c,8,16,
20241015,94,0.8753,green,17,,,p,8,16,
20241015,95,1.0481,black,17,,,p,8,16,
20241015,96,0.6269,purple,17,,,c,8,16,
20241015,97,0.8317,red,18,,,p,7.8,16,
20241015,98,1.155,orange,18,,,p,7.8,16,
20241015,99,1.1325,yellow,18,,,c,7.8,16,
20241015,100,0.6351,green,18,,,p,7.8,16,
20241015,101,0.7756,black,18,,,c,7.8,16,
20241015,102,0.6486,purple,18,,,c,7.8,16,
20241015,103,1.0063,red,19,,,p,7.6,16,
20241015,104,0.7811,orange,19,,,c,7.6,16,
20241015,105,0.9724,yellow,19,,,p,7.6,16,
20241015,106,0.712,green,19,,,c,7.6,16,
20241015,107,0.9128,black,19,,,c,7.6,16,
20241015,108,0.571,blue/red,19,,,p,7.6,16,
